,ret
15,-0.021177646395346052
16,-0.004041853658536666
17,-0.006577016951781055
18,-0.04005430382323713
19,0.008906440947759296
20,0.031935275359044266
21,0.004595611404307367
22,-0.033832684841765465
23,0.012675228119176771
24,-0.029002654004022906
25,0.004090140460639006
26,0.00506328980416041
27,0.039404936866359486
28,0.041832290351206565
29,-0.018965689278458358
30,-0.0032532066531854235
31,0.0030109071092453573
32,0.034772752258895465
33,0.003323190055658578
34,0.03238884883625331
35,0.0074174861366056956
36,-0.002710737941060391
37,0.01063421566568169
38,0.020314291235745994
39,0.047216789949312776
40,0.006736265148995108
41,-0.01073829234554837
42,0.021445731407001695
43,0.01161101226962909
44,0.06941755823212306
45,0.05996128285248807
46,-0.02035374760873445
47,0.014885384629728457
48,-0.005917095269467289
49,0.007012517039794575
50,-0.013078822972057392
51,0.0003426858513189254
52,0.020552868108392092
53,0.009389662128811834
54,0.000965315315315218
55,-0.009566936573354511
56,-0.019232733711020526
57,0.006387725652579813
58,0.029922911144336803
59,-0.0013969129051400006
60,0.0148500845651155
61,-0.011223270923475852
62,0.0290229459203448
63,-0.006304923807064627
64,0.016986245465958047
65,-0.0050146055324944904
66,-0.009900957120550568
67,0.035513435725212227
68,-0.016079364020887922
69,-0.03720462874180729
70,-0.0021539123366544027
71,-0.0008632272778915316
72,-0.006047516198611483
73,-0.012168622995520649
74,-0.0330128515059983
75,0.004639952417200792
76,-0.013196932141106342
77,-0.029755934471823127
78,0.042357817246972844
79,0.0045639310927829205
80,0.01234911556696256
81,-0.032493111886389404
82,-0.00033903148293805207
83,0.01329092710292698
84,-0.008891503697885004
85,-0.026921955199142516
86,0.012552579431032196
87,0.010775216997668709
88,0.0018262156083295308
89,0.003053982606569997
90,0.030364945696058344
91,0.01336416104457709
92,0.01633968318349841
93,0.027373900621561472
94,-0.020938341592283277
95,0.024853439989412376
96,0.0047202276868056215
97,0.03297502260415384
98,0.018402729078182946
99,-0.011926309040591035
100,0.0027660405015927825
101,-0.02644514214498026
102,-0.00015560083240617794
103,0.05265981886220885
104,0.0018405855579099277
105,0.0003205490577080257
106,-0.022026362335430157
107,-0.000750713269573097
108,-0.004244870606578792
109,-0.021556776339550353
110,-0.042339530524300534
111,-0.01155499648955224
112,0.012533003024664868
113,-0.030239194421196543
114,0.03354930250642873
115,0.015500478708670846
116,0.012429035825745316
117,0.11803052217516137
118,0.003636195454026518
119,0.011530607077302945
120,0.00830333406678769
121,0.031234427392468202
122,-0.0017144422674915637
123,0.04064073639108425
124,0.03181139249344343
125,-0.0059628200631462415
126,0.028109989756448864
127,0.02299735532172182
128,0.009232544720117824
129,-0.015958974896196333
130,-0.0038903007187926445
131,-0.006896551724137937
132,0.010682984001639933
133,-0.015855039637599024
134,0.01764484081319518
135,0.046739500688296284
136,0.02301999733548457
137,-0.004952707295854453
138,0.0017642458968495194
139,-0.026122688582370518
140,-0.019449468473968213
141,-0.0045844720496894
142,0.007428071936262757
143,0.013862188245540703
144,-0.025745430991768917
145,0.012577329864434774
146,0.03770671877135263
147,0.012454090518226619
148,0.030163847168291926
149,0.010489510491196802
150,0.039050225466872666
151,0.03539466548034104
152,-0.003937155705408502
153,0.018774806081979043
154,0.05314421110256822
155,0.021616084796313093
156,0.003578974159346911
157,0.09955416941728888
158,0.013783729729729778
159,-0.004530414142578625
160,0.017069633639750476
161,0.020125033687202115
162,-0.009090630619772137
163,0.021165202915283537
164,0.02233403619059476
165,0.007890834999688255
166,0.0016479962310745895
167,0.008788072359031864
168,-0.012276405463106146
169,-0.006755851329862499
170,0.02885658161081349
171,0.011122934911172479
172,-0.021908763505402065
173,0.024240593057624032
174,-0.022768183848215957
175,0.008711726264307412
176,0.006311774110542356
177,-0.0007920491859902056
178,-0.020987970309643587
179,-0.0039882827229259935
180,0.010504080022614555
181,0.059367423752526134
182,0.012153449496050905
183,0.010182662706925565
184,0.18587516525898165
185,0.12042755652068388
186,0.015995049569910453
187,-0.00438951715666631
188,0.010463275392383302
189,0.005473731131800146
190,-0.0012906319042688336
191,-0.002129095916558521
192,-0.008215887970715294
193,0.01811549024530033
194,-0.009166591610511443
195,0.04486255913848339
196,0.001385214777369316
197,0.015905876635056954
198,0.0037439753661002296
199,0.038009400449642544
200,0.00632308546488443
201,0.00806978871646667
202,-0.010301964226159095
203,0.007664246529722054
204,-0.031369251749009175
205,0.010930833153273924
206,0.014614640648033151
207,-0.03870430122584514
208,0.047670698831257595
209,0.008887487799051581
210,-0.005887566838819647
211,0.003707365207241935
212,-0.017990427954948027
213,-0.0030671756479283717
214,0.001387906665055996
215,-0.011961765024778685
216,0.02833687876340836
217,0.004644966738013462
218,0.0026017825037206767
219,0.008225323390032372
220,0.013506490249029229
221,-0.00937328063193955
222,-0.03550571504562403
223,0.0040813715289363135
224,0.014966994122507061
225,-0.012450534045582821
226,-0.02202321679644771
227,0.021504598202874727
228,0.0001241223434768459
229,-0.007965325516714293
230,-0.00928878592210753
231,-0.012258333271698936
232,0.02254514140962298
233,-0.021301541822690184
234,0.00493747358267958
235,0.08290311435838878
236,0.047855589330114454
237,-0.012369133750070285
238,-0.012317368889748442
239,0.0261667035384378
240,0.0018937206760026315
241,-0.04054699055558868
242,-0.004407518793251556
243,-0.019706084590599
244,-0.008200749257196554
245,0.04549613134262288
246,0.02197815384047961
247,-0.010086899018522734
248,-0.02537103976662983
249,0.016851217217839096
250,-0.005181593533986967
251,-0.003507058762546911
252,0.004839331067341354
253,-0.01050616462887665
254,0.0005204341993890664
255,-0.008060241384886395
256,-0.02050526929917197
257,-0.026947201134618886
258,0.0006200480116606814
259,0.022006277731393523
260,0.002359870791694864
261,0.016804622065211952
262,0.018306022178469165
263,0.015362594453466157
264,0.007956365169375314
265,2.6522560789766046e-05
266,-0.016666920841134865
267,0.0024515937866738478
268,-0.044197108191784754
269,0.016600790512044133
270,-0.0069657232988691985
271,-0.026684410193750913
272,-0.005711249419927995
273,0.018043782247452456
274,-0.003643476845388423
275,-0.0067777287222996006
276,0.01942099037338733
277,0.020017617816726507
278,-0.025142548604001686
279,0.018099433570161343
280,0.002368590249865005
281,0.006828727466484102
282,0.01585212016121147
283,0.052085771875973796
284,0.03151199700176956
285,0.002169240875021198
286,0.027272727272716044
287,-0.005479646232459196
288,0.009138115606572147
289,-0.0034099430098383445
290,0.005356750339501321
291,-0.0005023863606033548
292,0.015201469819978733
293,0.009459127006027282
294,0.03153914931759882
295,-0.0019619084639111574
296,0.005342816108000627
297,0.02136232631619306
298,-0.010458648867396524
299,0.016411367711426036
300,0.016049169092229115
301,-0.0032383943189335214
302,0.009387858030764404
303,-0.0006976511206880519
304,-0.008755316231627047
305,0.027429196998105997
306,-0.008390028954061214
307,-0.0026069294518607003
308,0.01724433483601919
309,0.026437979811179537
310,0.010926699715800285
311,-0.031009513429926038
312,0.0015003755443390586
313,-0.0018060902226982904
314,0.008141339865401278
315,-0.005832390683500242
316,0.0027077619772348433
317,0.016305932581205395
318,0.009098841059176913
