,ret
5,0.009514838104786594
6,-0.007489951117088396
7,0.015336750148424769
8,-0.013386868026791966
9,0.010702745923104596
10,0.006404340165154116
11,0.015400968254173034
12,-0.005817419938101399
13,-0.0006118171968248264
14,0.008440284239111024
15,0.003045105434262719
16,0.0014525206044180869
17,0.010043097066025328
18,-0.01122097483525566
19,0.009038465805562263
20,0.0008826265944195607
21,-0.001393751694369107
22,-0.0070304407830481044
23,-0.0017691207734433637
24,-0.005771247714378225
25,-0.010992919595352688
26,0.0007822489950445602
27,0.0021265472472983505
28,0.014430779961106517
29,0.0014382331721482914
30,-0.005481900145921989
31,0.004090090722411524
32,0.00900919086270619
33,-0.006748514861300853
34,0.0022788946399711096
35,-0.004980835397353128
36,0.012677906562758015
37,0.0012486511868775403
38,-0.006215767664012796
39,0.018646529285378407
40,-0.0012789990238008845
41,-0.0036319838871872044
42,0.0008532365186247125
43,0.004388626500665913
44,0.025965758521887983
45,0.006469475681178165
46,-0.007061554626662801
47,0.005965501729090625
48,-0.005562212960354409
49,-0.0017424565529272557
50,0.005067813878428679
51,-0.00774919834740604
52,0.015415270115449922
53,0.006296458578879278
54,0.003910685390553693
55,0.0010397291595785597
56,-0.004081491054885602
57,0.005183215675480836
58,0.007698883069983496
59,0.013138878773580585
60,-0.014489294942748712
61,-0.012946991848252506
62,0.0060872174124168964
63,-0.017175913171504364
64,0.007160600898816631
65,0.007995116613165019
66,0.0017597219749854415
67,0.0048021774962521595
68,-0.006796993679661354
69,-0.019112587421106688
70,-0.006699858919225833
71,0.0049859440923915605
72,-0.005369819050444871
73,-0.011198236810571844
74,-0.005002964327667015
75,0.007237343769136997
76,0.0008543835605492019
77,-0.004418255596771727
78,0.011405959768919087
79,0.009980219658319852
80,0.0020818608961185744
81,-0.01712567397084588
82,0.0003971410334830253
83,0.019045090965818013
84,-0.0020365982184803863
85,-0.011823699990999725
86,0.005522849526948552
87,-0.008422035608727937
88,0.0058696330145503765
89,-0.004040973991670581
90,-0.004841315844943198
91,0.005990212197560381
92,0.005138045296644167
93,0.0163983959137753
94,-0.0013303054991655292
95,-0.00017858029665073275
96,-0.000690604258507803
97,0.013904449057802205
98,0.000838000576509359
99,-0.005894204616790051
100,0.00504149646500904
101,-0.011574746819463503
102,0.004939731481798094
103,0.027207136439093622
