,ret
5,0.003152861503605114
6,-0.05609654120058461
7,0.03633549213653075
8,-0.03862718878702089
9,0.04527888903480485
10,0.023359033461842517
11,0.01950301823155053
12,-0.003968692816179544
13,0.00793632696742863
14,0.03134690500882645
15,0.03441953832167517
16,-0.004041853654980107
17,-0.006297359599503488
18,-0.03521620254332051
19,0.006011824744897301
20,0.031935275355658925
21,0.004595617787409383
22,-0.02660194474378269
23,-0.009915789919763138
24,-0.029002644342000748
25,0.004775187867896929
26,-0.011575129303846562
27,-0.017612602739726035
28,0.03296693215284028
29,-0.018965689276754384
30,-0.016632836573507403
31,0.027482985050819527
32,0.024721124950413002
33,-0.023752459063797433
34,0.002801291250519918
35,-0.024485130692017278
36,0.013432130012691557
37,-0.007504996054199332
38,-0.013443151733670385
39,0.06000570156195848
40,0.00673844109886393
41,0.012220423210153463
42,-0.029665371461802398
43,-0.02559500641014475
44,0.04560374575651167
45,-0.014305550297549038
46,-0.01097327511315209
47,0.011095023858128761
48,0.009557664393455368
49,0.007012517043173516
50,-0.003597691499489757
51,-0.03678841502543884
52,0.02863612425638373
53,-0.008605184184258648
54,0.03015981077824479
55,-0.008534304105396252
56,0.014285359770462974
57,0.014052570313127913
58,-0.006313037014711813
59,-0.006035609719326377
60,-0.05273243847874715
61,-0.01760860600991995
62,0.02027044124383335
63,-0.08577444627284929
64,0.009394564770707403
65,0.012500033408166397
66,0.0012173151981789343
67,-0.004640170215123747
68,0.004212753459188652
69,-0.033735696621212466
70,-0.0057164234483253204
71,0.005455679376311769
72,0.007381013469642579
73,-0.001484364315825141
74,-0.013528017569527869
75,0.0058930250955345565
76,0.026196793406153416
77,-0.03072075620323139
78,0.042357852048591195
79,0.012503609334938081
80,0.012349115566962804
81,-0.0396451621846409
82,-0.0008659930965790253
83,0.029613617162414313
84,-0.019619636435423585
85,-0.026921908265201508
86,-0.002395240522624904
87,-0.019423946378027114
88,0.05227114164594968
89,-0.00899905421615516
90,-0.016345627299198556
91,0.004854368932597244
92,-0.01241114710822593
93,0.030723815309837567
94,-0.030650051047475722
95,0.033185727639447805
96,0.02605969186509639
97,0.0033231900556588323
98,0.030455211494145984
99,-0.010238272619409452
100,0.013167630809629103
101,-0.028519817277555988
102,0.006063650421510284
103,0.011334547990778335
104,-0.0016634427615230094
105,0.001754630495850673
106,-0.016953948219366886
107,-0.008352659144972447
108,-0.012230014406938402
109,-0.008861810887239426
110,-0.003624158090281408
111,-0.028883879938325627
112,-0.015018392119574354
113,-0.028514175564076354
114,0.033545992410472576
115,0.010120259057946607
116,0.022736528516989863
117,-0.014352214913278616
118,-0.012847924012670061
119,0.03080284111403473
120,-0.003939607242647744
121,0.013309845432090244
122,0.011421425568333353
123,0.04382319772660442
124,0.03184947635315404
125,-0.005962820063135801
126,0.13902521263403886
127,-0.021592592083812413
128,0.027906640662915896
129,0.0022068729651719752
130,-0.036145124674331196
131,-0.01564945177935988
132,0.007548309245640572
133,-0.006555330210009697
134,0.004558055477684248
135,0.03925550399883439
136,0.007441319579759473
137,0.04077038012384028
138,0.0012847431074755596
139,-0.016628566913090975
140,0.008531887877181532
141,-0.0032019224779389326
142,-0.006041222673820357
143,0.00214522710565693
144,0.028311855949788804
145,0.00571418181818429
146,0.03770671877139866
147,0.01329153265560658
148,0.007811422355811021
149,0.03089428717730583
150,0.0015304191261046396
151,-0.02550987268986866
152,0.02621627321023002
153,0.00964571042715019
154,0.029208544063536884
155,0.02319191333536753
156,0.003578988814401444
157,0.09955416941728562
158,0.013783729729729802
159,-0.015586130159571637
160,0.01710068262995909
161,0.020471533878364874
162,0.020516248197096184
163,0.030804157232997377
164,0.022334035157784357
165,-0.005222907475246834
166,-0.015156262594724024
167,0.008662287820922805
168,-0.012279738741295856
169,0.026886944383318997
170,0.03343839011236358
171,0.017080076553123755
172,-0.021908763505402065
173,0.024240584419135885
174,-0.01583312698154734
175,-0.004190049787372353
176,0.019446946217750994
177,0.02250722380807419
178,-0.021608703481392075
179,-0.03285482700388422
180,-0.014943383482913943
181,0.003200428339636785
182,-0.007534437024670613
183,0.009173687856310075
184,0.1858751652567086
185,0.013518414322250621
186,0.016454325902335455
187,-0.005765729314181703
188,-0.0023535563622616
189,-0.002019049887232167
190,-0.013914387111370332
191,-0.002648257717647769
192,0.0023845053962923794
193,0.020973781202599486
194,0.01536176204617319
195,0.04486205591143053
196,0.0013852147773693042
197,-0.0002179784940329949
198,0.003743975366102404
199,-0.0014992878513350088
200,0.026257448872510483
201,0.011113740821093364
202,-0.011948988460620563
203,-0.0023766550301763307
204,-0.028718443533490675
205,0.007417709782104783
206,-0.006442705936493401
207,-0.026401111630953256
208,0.04428312146275313
209,0.0016869213113513643
210,-0.0052497867310376135
211,-0.008175341439974053
212,0.0045943416439893055
213,-0.0030690026634140936
214,-0.015581379866017072
215,-0.020498209528868497
216,0.029927352263608913
217,0.02825135412370443
218,-0.000307086387511346
219,0.022657913908774762
220,0.012652743007364041
221,0.0253714290598327
222,-0.035505698055965165
223,0.01576143474684788
224,0.0101326893414228
225,-0.020833189418843826
226,0.008719063663020533
227,-0.008388632565725399
