,ret
5,0.007805917607450442
6,-0.009924537264589898
7,0.013119759007829761
8,-0.016328133201246185
9,0.006674458072332188
10,0.005550550611802748
11,0.011314458899804945
12,-0.0068800132123676945
13,-0.0032714202794692435
14,0.008132532709193657
15,0.0013392991719572177
16,0.0009634076235244778
17,0.009969020096436725
18,-0.011755093642595147
19,0.009841876424200017
20,-0.00032129025341836844
21,-0.0014954055526650058
22,-0.012338399950869576
23,-0.0032817616615449306
24,-0.005725336233524782
25,-0.012721573332701505
26,0.0012473112628047425
27,0.0007827082636464315
28,0.014470144195159152
29,-0.00241781226777181
30,-0.008628476369566124
31,0.0027711242040214584
32,0.008510848304428857
33,-0.008610095222187072
34,0.0028549543830168997
35,-0.006538499974841633
36,0.007933551158243422
37,0.0008233905637341584
38,-0.007489612611490949
39,0.02116837803492294
40,-0.002022978274009428
41,-0.0042171817213288955
42,-0.0007429557882821646
43,0.002140392815706363
44,0.019420839046459023
45,0.006503632769796581
46,-0.008782584792840404
47,0.004664330904230356
48,-0.0056889821739068555
49,-0.003162440817257206
50,0.004660468623272382
51,-0.008397716919750905
52,0.016154513183370318
53,0.005849495577303001
54,-0.0005078954126976049
55,-0.0008482265652157117
56,-0.0045576561025171165
57,0.0033806555262775036
58,0.008549369832969401
59,0.011898181197204146
60,-0.015716268094590376
61,-0.016151002017254543
62,0.004634287761180282
63,-0.01642475109201434
64,0.005927657418096827
65,0.006804302497819464
66,-3.529010998873806e-05
67,0.0031387807355765943
68,-0.005490565575011065
69,-0.022833907663519434
70,-0.008165582339983329
71,0.0024374320586589967
72,-0.007747028989372311
73,-0.011894620137734091
74,-0.006624743475062517
75,0.006812829920530801
76,-0.0010460159142903435
77,-0.006839533304166174
78,0.010888455894936037
79,0.008700621218660822
80,0.0006104224062089656
81,-0.024395880641211606
82,0.0012987409179102151
83,0.020329930688707937
84,-0.003010271090037259
85,-0.017071079016401963
86,0.005553176328708759
87,-0.010824439309474583
88,0.004032645146600803
89,-0.004790753941678355
90,-0.009872360672178641
91,0.003812069406433471
92,0.004863520049223731
93,0.01553317984043104
94,-0.002518088369215301
95,-0.00034834336155391645
96,-0.00045722575730103635
97,0.014987701225858904
98,0.002079584196800646
99,-0.006470310890978557
100,0.0050956931872055125
101,-0.013790142000759382
102,0.00537195579113281
103,0.026459668128129703
104,-0.0048530327550600615
105,0.008946130168326908
106,-0.01773753120782702
107,-0.00218417766510607
108,-0.0070299855784417735
109,-0.0065858649216793816
110,0.001293534154273934
111,-0.024907050317191856
112,-0.009861204513575143
113,-0.010638606392215665
114,0.007397899329584328
115,0.002440591463575148
116,0.013695725585285418
117,-0.005802321303433045
118,-0.0028370997243626853
119,0.014054307916109197
120,-0.02157035125487744
121,-0.02103701155838664
122,0.0037173990645440044
123,0.023736188994363003
124,0.0018026470469585795
125,-0.013327028364127004
126,0.0159877209490432
127,0.0031185596669923016
128,0.00023438024607318815
