,tr_loss,tr_ret,val_ret
0,-0.005727426150275278,0.07336101796454093,0.06936516946168339
1,-0.010727113899512915,0.076799302082464,0.06764283418714914
2,-0.011163756133522839,0.07666498346984937,0.06748182008317816
3,-0.011173145857144845,0.0766293860952475,0.06745009474427119
4,-0.011174913040464161,0.07661494165409656,0.0674417440284515
5,-0.011175348384073004,0.07660843639408478,0.06743935045177928
6,-0.011175461170059861,0.07660538986003046,0.0674386127279898
7,-0.011175491592788604,0.07660404949336941,0.06743827591784439
8,-0.011175505374514614,0.07660370373577502,0.06743812430067163
9,-0.011175517810741439,0.07660406645926454,0.0674381758771268
10,-0.011175547209975776,0.07660532692321176,0.0674386177220801
11,-0.01117563449231966,0.07660785786112678,0.06743946866819495
12,-0.011175833250221331,0.0766124963345851,0.06744042760455078
13,-0.011176177957575419,0.07662076052905593,0.06744043543299946
14,-0.011176760115355136,0.07663256679965784,0.06743784883208782
15,-0.011177770907510421,0.07664707608073278,0.06743324424289464
16,-0.011179358241643058,0.0766657208093723,0.06742853813953902
17,-0.011182108329128823,0.07669484283536931,0.06742629005721888
18,-0.011186473745809052,0.07674535661739273,0.06743936330266538
19,-0.011196255330607528,0.07688773257051018,0.06750983476002424
20,-0.011251667635384365,0.07751837858708994,0.06742804443979931
21,-0.011393807707645465,0.07833558687044946,0.06721122629944236
22,-0.011502988683176226,0.07899981734825424,0.0671552212450383
23,-0.011553100692559383,0.07916672450097795,0.06729810907372398
24,-0.011598430803220254,0.07923071855552866,0.06708747024901372
25,-0.011655872838979122,0.07956429314717396,0.06715876713141027
26,-0.011818890033464414,0.08028560190338777,0.06660228024102291
27,-0.012017566005757544,0.08208299263525387,0.06760666713012149
28,-0.012159343863953837,0.08249098728794463,0.06672175838021144
29,-0.012227822875138373,0.0831901980369287,0.06691138569276427
30,-0.012231113736401312,0.08317196443329199,0.06672470573101019
31,-0.0122418289167108,0.08356690252191869,0.06782093797639192
32,-0.012221187790564726,0.08277102704257838,0.06720471146368866
33,-0.012303600745392032,0.08343897232062608,0.06709808035202487
34,-0.012307148243649863,0.0835584910802234,0.06707524856353365
35,-0.01219147262122715,0.08427401053286605,0.06310818967968265
36,-0.012063683958607727,0.08296186788372757,0.06411799101184561
37,-0.012235103367653209,0.08300108973873768,0.06674164964695008
38,-0.012166876325034536,0.08266293439218876,0.06697315293244702
39,-0.012082616001367568,0.08246303297302854,0.06639486894848841
40,-0.01204909768496873,0.08289652294388776,0.06668062778644586
41,-0.012298861165065319,0.08284012261557554,0.06779968299170935
42,-0.012136747458716854,0.08312867906365441,0.06688099840150934
43,-0.012028279078298511,0.0815011072276288,0.06653115768987099
44,-0.012165268897486385,0.08179182953719477,0.06625991978522291
45,-0.012148525767959654,0.08337966274664615,0.06654728283773702
46,-0.01201338847615989,0.08267957032103794,0.06824357688909591
47,-0.01206051558762556,0.08311632922929628,0.06690821050528241
48,-0.012143626427336131,0.08263603579497242,0.06975619761177
49,-0.012204642559983768,0.08092284422379441,0.06935474827714533
50,-0.012048939568398054,0.08142234160854217,0.06664096408440025
51,-0.012298559503731666,0.08304538787094318,0.06828777782550637
52,-0.012444473680079681,0.0827412285692707,0.06847253631316798
53,-0.012429122377769091,0.0839172976714667,0.06935152508293782
54,-0.012195796862943097,0.08366149963253378,0.0684164381183808
55,-0.012449597391649149,0.08408632831614606,0.0694326661899081
56,-0.012291582509747968,0.08242878880484782,0.06909068168674971
57,-0.012358698192751035,0.08310588213843502,0.06690453623114641
58,-0.012417275647458155,0.08344085584139625,0.06839580875442518
59,-0.012323660666879732,0.08292955047342145,0.06815648880951572
60,-0.012192780952376778,0.08323519384165172,0.06749432126891565
61,-0.012195383698737714,0.08143171771327273,0.06746000972562602
62,-0.012165784412121865,0.08111388743038364,0.06634503525634383
63,-0.012350172600417864,0.08295993776437541,0.06611205260746755
64,-0.012615153087244835,0.08370278947624055,0.0666382699488302
65,-0.011902373056625948,0.0792325056313641,0.06542530151838451
66,-0.012471383732568939,0.08370555693262027,0.06680501927413085
67,-0.01261698077240726,0.08471188682221045,0.06656649463044155
