,ret
5,0.008196213457289691
6,-0.011059165351676942
7,0.013775747392202446
8,-0.01714453897128848
9,0.007007608491825155
10,0.005860782686996241
11,0.01194301774300227
12,-0.007223888779424538
13,-0.0034895072590230016
14,0.008405314255553721
15,0.0014062641253163367
16,0.0010115780009322798
17,0.010467471062264195
18,-0.012342848630690928
19,0.01197900739200732
20,-0.00033735476483254246
21,-0.002255263994350128
22,-0.012955319900150726
23,-0.0034458497317853866
24,-0.006626315740793258
25,-0.013357652264599978
26,0.0013096768210660529
27,0.0008218436737671463
28,0.01519365134831635
29,-0.0025387028717029957
30,-0.009060368883866974
31,0.0029096779321601666
32,0.00893639068635965
33,-0.009040599949617568
34,0.0029977020910004343
35,-0.006865425489426049
36,0.008330228685123075
37,0.0008645600887001292
38,-0.007866276900874035
39,0.024200777706351966
40,-0.002124127179796909
41,-0.004428040790899602
42,-0.0007800950567091372
43,0.0022474124481194186
44,0.0203918809228163
45,0.006828814382847096
46,-0.008305309031029294
47,0.004897547431197088
48,-0.0059734312603494325
49,-0.0033396037498511703
50,0.004893492036206322
51,-0.008875730741572331
52,0.016962238779349572
53,0.00614197033328753
54,-0.0005332901813458243
55,-0.0007956880705177711
56,-0.004785538889815451
57,0.003944098069911689
58,0.008976838291176542
59,0.012493090210523965
60,-0.01650208143784485
61,-0.017048279907105047
62,0.004866002131112026
63,-0.01724599038157148
64,0.009260789393874973
65,0.007144517596095036
66,-3.705461535013593e-05
67,0.0032957197600779115
68,-0.005765093832284972
69,-0.023975602957379327
70,-0.009287260051373586
71,0.002559303652057798
72,-0.008134380408537997
73,-0.012325225499936492
74,-0.004263270438558711
75,0.007153471389908585
76,-0.001499618800773408
77,-0.0071815099426212736
78,0.011432878647092049
79,0.00902005905784906
80,0.000640943524131713
81,-0.025507655984394546
82,-0.0034525271047487747
83,0.021346427143621692
84,-0.0031607846327642818
85,-0.018231373115936804
86,0.005036766913208492
87,-0.011365661232607927
88,0.004234277388156931
89,-0.005111752084432412
90,-0.010365978667171292
91,0.0028567041110189807
92,0.0051066959464388054
93,0.01630983877169371
94,-0.0026439927778264256
95,-0.00036576052826904875
96,-0.00048008704337762406
97,0.015737086228526636
98,0.0021835603912094726
99,-0.0067938264102185095
100,0.004481905217773311
101,-0.01438781286736877
102,0.0056398475782060906
103,0.02778265143103775
104,-0.005095684373830162
105,0.009393436641749976
106,-0.018624407698837046
107,-0.0022933865398178433
108,-0.007381484829865689
109,-0.006915158142002381
110,0.0013582108569279011
111,-0.026464100639905574
112,-0.010354264301143298
113,-0.010963169177037272
114,0.007767794267126255
115,0.002562621027207398
116,0.014380511810978111
117,-0.0060924373459085995
118,-0.0027995974831035992
119,0.012974166301706454
120,-0.024640341252027555
121,-0.022205734422741454
122,0.00261738496253209
123,0.02492299835123575
124,0.0018927793922553574
125,-0.014067421397515142
126,0.023738169220211772
127,0.0032744876381434985
128,-0.0028326706663377673
129,-0.0034193222553141494
130,-0.00607151526473127
131,0.011387237972649716
132,0.0035301637064859143
133,-0.006649236377635348
134,0.01159904820474452
135,0.021301586456563795
136,0.007032467010606619
137,0.0031064328394007027
138,0.0034372332454916874
139,-0.009529100598907481
140,0.005421637117325282
141,-0.004423269372027927
142,0.0021471672028382078
143,0.004581791983517287
144,0.01244163466564467
145,0.002266343142484443
146,0.008876501378826025
147,0.0017458872814114352
148,0.007706200600351764
149,0.007545304898613048
150,-0.010130630431425303
151,-0.009689973898838645
152,0.0061229393364520684
153,0.005901564503713952
154,0.021554641342117514
155,0.009150616154968177
156,0.0009455059919575675
157,0.01842168314209423
158,-0.0014370566558007643
159,-0.00634387075049269
160,0.014400686144211246
161,-0.007035258895412209
162,-0.0074421882241997835
163,0.020152357307174316
164,0.008125346069749025
165,0.0027303115616569198
166,0.0013386756527210676
167,-0.005762478932424543
168,-0.01152999033880582
169,0.009738882953160888
170,0.018251314830830947
171,0.0016025323476210693
172,0.001282080271844024
173,0.0031986991620515347
174,-0.0036222134449377425
175,-0.001709723349883954
176,0.013169552239457183
177,0.001467538974381503
178,-0.0048808592454131095
179,-0.009682746544934295
180,0.004119121270041225
181,0.004708223232050381
182,0.01232356950181713
183,0.014201697820537103
184,0.018829714161251107
185,0.019674427003187327
186,0.006518026258842193
187,-0.012391540315353545
188,0.0020349678429546505
189,0.003079435653624698
190,-0.010759142481348093
191,-0.0050490815999907545
192,-0.003256478545468668
193,0.016957463271341223
194,0.006330403804447653
195,0.011159947150813315
196,0.0030388118912160226
197,0.0020438900469081575
198,0.007820544451990744
199,0.010748711402889827
200,0.006126222888365769
201,0.007201511568500582
202,-0.0034646608659110417
203,0.0037589585640435555
204,0.0049431106843082625
205,0.0005379832213237071
206,-0.003684215698007678
207,-0.02239816021417313
208,0.008448310154824166
209,0.003718883114562279
210,-0.0010381382982607196
211,-0.008382301628165577
212,0.004054866866467483
213,0.002729140388216968
214,-0.00665992636649986
215,-0.012502298387685972
216,0.008376669940318807
217,0.00853691303042613
218,-0.0036370121478200975
219,0.002566013136150944
220,0.0024050583257870344
221,0.008531238288638334
222,-0.014686443539077531
223,0.0028423499568990714
224,-0.0006375609227659267
225,-0.008689265781522942
226,-0.008588973236346373
227,0.005796121201834788
228,0.004763898140662521
229,-0.0035858259167045456
230,-0.0027183258145223
231,0.003676674337297397
232,0.011701369823849905
233,-0.006225429290196723
234,-0.0061631296694455145
235,0.008779363824266122
236,0.006959428215449484
237,0.007950030386589722
238,0.001542879112801388
239,0.002851860428482725
240,-0.01089880232138112
241,-0.02079298345957071
242,0.0025966828509491435
243,-0.009996824788912345
