,tr_loss,tr_ret,val_ret
0,-0.0010050996304016735,0.07139719409904864,0.06446077505560126
1,-0.0009713009997722111,0.06602090321307406,0.06368642919870234
2,-0.0011039872627543446,0.07443732913410901,0.06488707848670028
3,-0.0013652897070733161,0.0998959186783496,0.07381444636134574
4,-0.002240017031181196,0.18236015723227483,0.07468071407404107
5,-0.0027276198252366157,0.21577254481781213,0.07574452629137872
6,-0.0034111993916576466,0.27651767210382455,0.08705942578952612
7,-0.0037170466767383913,0.3093556733812454,0.09388917663053462
8,-0.003969818600198778,0.3268355007895117,0.08750951232628122
9,-0.003971689090685686,0.3180651940941638,0.08063429289463274
10,-0.004261964340730629,0.3473043264752375,0.0856365947713372
11,-0.004276698062312789,0.3511245330234269,0.09198463389488448
12,-0.004427397562758415,0.3613786566477041,0.09221173436740344
13,-0.004415224484255305,0.3549730133235022,0.09679014318773062
14,-0.004371011935218121,0.3515003357017883,0.10066928082029528
15,-0.004522466562775662,0.3633573570612321,0.10279796604361022
16,-0.004576904988680326,0.37036993295401194,0.10401123982285594
17,-0.004413279485524981,0.35992123696818007,0.11248457786884769
18,-0.004364915221267438,0.3566908572726719,0.11369002648213555
19,-0.004483478996899066,0.3691890196349446,0.10656542177487616
20,-0.0038793974845020784,0.3148143722311354,0.07948073893284967
21,-0.004256696590528008,0.36663449342336757,0.06943597723839488
22,-0.004576140700792166,0.3951263805093602,0.08829498200313121
23,-0.0042641075336723585,0.3467651551604769,0.0665643876649346
24,-0.004776973545813234,0.41245845106060786,0.08280871126840259
25,-0.004909203983811494,0.4210274771735703,0.07796082059019076
26,-0.004724068683932501,0.3994389969554535,0.07195035640530187
27,-0.004963073072585758,0.43199357356476875,0.09180544679082933
28,-0.005205148047753028,0.4408491093092751,0.09247952499166538
29,-0.00531619716753994,0.45419783813419257,0.0978707272706494
30,-0.00543753021669545,0.46473831357972006,0.09965267801651341
31,-0.005221770281414137,0.44753611506630675,0.06284860438799604
32,-0.005251794055220671,0.46157280200648293,0.08404838420015663
33,-0.004924365371480235,0.431197544860878,0.10454142895206463
34,-0.005200345683515479,0.44893027025309795,0.08320100637221983
35,-0.00526417891280289,0.4524083195069827,0.08010417082036643
36,-0.004897016090208126,0.4230931687739209,0.0935217468811852
37,-0.005018420756423439,0.43304954139620455,0.08771363527685286
38,-0.005201264985889793,0.45779310392744244,0.09950759165423566
39,-0.005479541539643833,0.47990972707402607,0.11311852488216975
40,-0.005392769683712686,0.4673187382025457,0.11221514025843299
41,-0.004611590013287242,0.3896026921381604,0.10433036425630132
42,-0.004774383238327573,0.4036474866629109,0.10811516754023122
43,-0.005372047362652665,0.46324117144868754,0.11297136940069095
44,-0.0056841951571163915,0.4930481472775475,0.1084385292415474
45,-0.0058211266907005664,0.5017053853642777,0.10797836727128068
46,-0.0055899416368629315,0.47850962560266974,0.11078023814118095
